Geneid	3FG1	3FG2	3FG3	3FS1	3FS2	3FS3	3MG1	3MG2	3MG3	3MS1	3MS2	3MS3	3WM1	3WM2	3WM3
remanei_genome_00008325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00008327	0	0	0	1	0	8	13	10	4	6	0	4	0	15	9
remanei_genome_00008322	28	27	39	335	306	1388	28	35	58	371	916	602	840	1038	735
remanei_genome_00008324	34743	29184	24238	35118	28854	58193	36823	32035	40227	34917	79040	48248	74965	58762	56117
remanei_genome_00008326	11	4	8	41	28	142	29	9	20	61	62	39	32	32	45
remanei_genome_00008328	1570	1379	1130	2438	1851	2634	807	511	556	1771	2819	2251	4274	4638	3718
remanei_genome_00008329	1969	519	715	4654	2412	7959	15868	12585	9066	8661	10260	5813	5702	5733	4475
remanei_genome_00008332	4432	1109	1428	7639	3823	7902	3248	2192	3660	6510	15049	11149	14689	12179	11987
remanei_genome_00008333	3862	3660	5049	31679	27790	84850	362	84	68	3250	734	1977	178	628	2082
remanei_genome_00008334	1253	2177	2211	13632	15966	37609	151	38	64	900	270	1257	298	449	1106
remanei_genome_00008335	47	9	70	67	37	209	664	672	592	209	459	189	160	157	140
remanei_genome_00008336	1820	416	1304	2772	2699	8944	1453	377	612	3438	3298	3234	2226	1863	3104
remanei_genome_00008330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00008331	34	10	10	66	42	38	22	14	42	66	66	56	175	135	50
remanei_genome_00008337	38	6	48	86	82	221	26	16	26	62	26	45	68	22	42
remanei_genome_00008338	6	0	0	8	2	0	55	61	79	18	64	56	102	119	121
remanei_genome_00008339	62	68	60	435	358	656	166	134	138	534	907	582	7199	6641	5350
remanei_genome_00008340	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0
remanei_genome_00008342	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
remanei_genome_00008344	2	9	24	35	31	158	55	40	70	391	234	138	358	582	264
remanei_genome_00008346	10	19	16	35	7	34	116	144	114	49	97	41	127	219	150
remanei_genome_00008341	6	0	0	20	3	16	6	0	3	69	87	68	167	234	103
remanei_genome_00008345	8	10	0	17	9	12	2	10	9	61	73	31	161	194	103
remanei_genome_00008347	9	13	0	67	45	87	11	9	11	267	220	171	400	483	413
remanei_genome_00008343	0	0	0	8	10	16	0	0	4	18	7	2	16	23	18
remanei_genome_00008349	18	4	6	64	24	48	16	7	14	162	74	100	118	166	126
remanei_genome_00008351	136	63	151	2205	1551	3728	250	157	262	4613	4031	1432	1569	1793	1164
remanei_genome_00008352	14	16	12	20	6	4	82	82	98	12	46	36	108	36	50
remanei_genome_00008354	39	42	53	29	12	52	59	32	39	320	498	333	45	114	106
remanei_genome_00008355	726	770	707	541	573	512	204	228	178	90	76	70	90	144	116
remanei_genome_00008357	1548	1138	1164	776	488	528	1270	668	742	250	540	280	352	310	418
remanei_genome_00008358	1	0	2	0	0	0	2	1	0	86	112	45	10	19	10
remanei_genome_00008350	116	53	44	521	244	490	196	72	76	1208	844	548	1719	1567	1256
remanei_genome_00008353	40	10	8	302	46	66	156	108	188	9360	7571	4976	5933	6492	3526
remanei_genome_00008356	47	18	32	62	32	46	334	236	161	730	1417	963	556	524	436
remanei_genome_00008348	0	0	0	2	0	0	0	0	0	1	11	1	40	26	36
remanei_genome_00008368	0	1	0	0	0	0	2	2	0	0	0	0	18	18	4
remanei_genome_00008369	8	6	6	7	2	6	0	0	0	6	5	5	89	178	94
remanei_genome_00008367	3	1	3	11	7	18	7	2	10	34	34	31	55	53	58
remanei_genome_00008370	77	61	38	649	301	599	116	113	138	1594	2231	1356	4165	3873	3253
remanei_genome_00008359	453	202	231	1589	773	1869	378	140	274	1087	1594	1319	3247	3528	2368
remanei_genome_00008361	24	14	12	24	16	60	28	14	10	90	186	40	60	136	134
remanei_genome_00008363	2	8	0	2	4	10	54	30	18	14	16	13	4	2	56
remanei_genome_00008364	458	630	898	2703	2780	8127	556	663	691	3351	8379	3473	4096	3388	3158
remanei_genome_00008360	0	0	0	0	0	4	0	0	0	0	0	0	0	2	4
remanei_genome_00008362	0	0	0	0	0	0	0	1	10	2	2	2	0	0	2
remanei_genome_00008365	25	32	16	311	121	231	80	56	82	200	466	261	6622	7488	6557
remanei_genome_00008366	5	8	2	56	28	78	18	23	25	194	214	120	370	329	320
remanei_genome_00008385	136	84	61	1505	1290	2349	117	107	275	3078	2769	1382	1309	1796	1144
remanei_genome_00008387	8	16	10	126	104	243	24	6	32	309	248	80	127	164	103
remanei_genome_00008388	0	0	2	30	25	44	6	4	3	88	86	32	43	33	39
remanei_genome_00008389	0	6	0	11	3	6	0	0	0	7	11	8	2	23	0
remanei_genome_00008382	371	274	242	1296	771	1314	266	220	297	3496	2299	983	4621	4560	2440
remanei_genome_00008383	13	0	5	84	12	32	24	4	8	160	30	41	704	713	378
remanei_genome_00008384	98	59	79	2100	1221	4371	128	154	215	6879	6892	2864	2700	3057	2241
remanei_genome_00008386	3999	4375	3803	2316	1952	2250	2224	1299	1676	793	1277	884	681	845	755
remanei_genome_00008381	0	0	1	0	0	0	2	0	0	1	0	0	0	8	3
remanei_genome_00008374	0	0	0	0	0	4	11	4	6	7	10	6	0	8	0
remanei_genome_00008375	0	2	2	24	10	4	6	0	0	6	22	24	12	30	26
remanei_genome_00008376	0	0	0	2	0	0	18	12	16	6	36	6	24	10	0
remanei_genome_00008377	14	0	0	133	4	42	44	22	77	4806	3811	3228	2592	3114	1468
remanei_genome_00008378	54	6	6	428	170	404	100	94	132	10775	12046	11654	8056	9045	5944
remanei_genome_00008371	6	6	6	18	42	70	6	0	6	26	168	48	216	164	228
remanei_genome_00008372	252	116	72	534	218	193	730	372	362	3638	2038	1156	402	430	352
remanei_genome_00008373	12515	8766	2809	6697	3162	2900	410	836	1178	340	1070	1240	1168	1594	2123
remanei_genome_00008379	252	222	155	787	1027	1048	818	319	407	3099	1657	2416	2579	1385	1283
remanei_genome_00008380	11	6	2	11	12	14	0	3	3	2	5	2	0	17	37
remanei_genome_00008390	662	569	520	649	410	905	450	324	243	404	567	346	449	391	416
remanei_genome_00008391	571	481	630	522	438	837	427	329	289	380	585	277	342	380	341
remanei_genome_00008393	0	0	0	43	18	59	4	2	6	80	54	46	21	41	26
remanei_genome_00008392	32	30	36	106	74	68	20	12	32	54	94	88	132	141	150
remanei_genome_00008395	0	1	0	19	5	22	6	1	0	28	27	10	15	31	17
remanei_genome_00008396	5	2	3	0	6	1	2	2	2	6	16	1	12	11	10
remanei_genome_00008397	1	0	0	3	9	14	0	0	0	18	13	7	12	12	5
remanei_genome_00008398	11333	10807	6197	8289	5591	7143	3386	3586	4672	3085	5657	4260	10972	9836	10805
remanei_genome_00008399	12	22	11	4	1	10	4	10	6	2	6	2	10	0	0
remanei_genome_00008394	6	0	4	10	0	7	43	18	20	60	35	56	42	192	198
remanei_genome_00008410	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6
remanei_genome_00008411	74	205	105	175	100	856	36	59	121	142	11171	260	40468	44705	44627
remanei_genome_00008412	0	0	0	0	0	0	0	0	0	2	2	0	0	8	0
remanei_genome_00008413	16	11	23	41	30	52	1	5	4	32	77	30	41	27	37
remanei_genome_00008414	18	2	8	0	2	24	14	0	13	2	20	15	20	6	36
remanei_genome_00008415	13	23	9	48	25	70	15	12	3	69	107	36	30	69	50
remanei_genome_00008419	23	33	44	132	62	223	66	42	23	137	175	58	132	216	99
remanei_genome_00008420	80	74	39	291	175	252	47	35	31	311	346	240	298	217	310
remanei_genome_00008416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00008417	4	14	2	20	8	14	12	0	2	40	30	14	16	50	6
remanei_genome_00008418	2	0	1	0	5	6	0	2	3	4	6	2	14	22	6
remanei_genome_00008402	17231	15948	11750	9511	8329	9921	1675	911	1797	3101	4302	3216	6924	7402	7335
remanei_genome_00008404	80	36	64	656	568	1748	68	74	70	433	3266	500	454	492	518
remanei_genome_00008406	0	0	5	4	2	2	4	4	4	56	80	84	284	214	212
remanei_genome_00008409	2	5	8	6	2	12	8	18	30	123	124	104	550	193	260
remanei_genome_00008400	23211	22059	15251	16113	13310	15814	14424	11525	10077	7319	15410	7760	10190	9487	8679
remanei_genome_00008401	43600	36860	30093	20920	19125	20096	18510	15437	18949	11987	22725	15987	35124	28270	30114
remanei_genome_00008403	1620	2368	2019	6912	10137	12932	2482	2029	2948	9508	11844	11366	13413	9085	8432
remanei_genome_00008405	1	0	0	30	8	0	12	9	12	695	691	359	566	286	364
remanei_genome_00008407	0	0	0	0	0	0	0	0	0	0	12	0	28	44	28
remanei_genome_00008408	5	2	0	6	1	9	6	11	12	102	72	36	156	160	102
remanei_genome_00008421	248	185	128	545	340	628	103	105	129	507	1160	667	2819	2953	2606
remanei_genome_00008423	68	32	54	269	178	1152	164	142	122	472	676	276	442	664	480
remanei_genome_00008425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00008426	3089	32	409	827	2	46	80241	64969	51869	19221	28063	19121	19842	16725	12662
remanei_genome_00008428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00008422	159	250	28	116	63	38	246	200	315	40	144	150	210	148	202
remanei_genome_00008424	7785	7016	2228	4761	3607	3036	506	443	879	1243	2860	2045	9937	6838	8521
remanei_genome_00008427	4940	60	1074	2295	327	582	94742	105909	68426	20080	34659	32684	33271	30143	30744
remanei_genome_00008430	35	3	0	9	2	8	593	564	387	120	320	209	265	140	147
remanei_genome_00008431	2	2	0	7	0	2	148	91	71	39	60	21	48	42	60
remanei_genome_00008435	4	0	0	2	0	0	2	0	0	0	0	0	0	2	4
remanei_genome_00008437	19	8	15	40	8	20	123	110	89	20	79	33	84	72	58
remanei_genome_00008429	2	0	5	93	10	133	16	6	9	202	82	39	250	572	374
remanei_genome_00008432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00008433	4	2	0	18	16	26	6	4	0	58	64	13	212	169	171
remanei_genome_00008434	2	0	0	25	1	19	1	0	4	67	26	17	88	150	91
remanei_genome_00008436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00008438	2	0	14	2	10	14	2	0	2	26	30	25	26	96	54
remanei_genome_00008439	4	0	4	0	0	0	50	53	52	11	21	14	14	7	6
remanei_genome_00008440	11	8	36	559	131	548	37	49	16	105	824	462	415	461	608
remanei_genome_00008441	0	3	7	12	2	12	2	5	0	7	11	4	6	25	11
remanei_genome_00008442	0	0	0	4	0	8	0	0	0	0	5	14	0	14	5
remanei_genome_00008443	64	40	32	244	142	254	206	174	126	648	932	448	628	668	632
remanei_genome_00008444	534	588	187	1003	565	904	255	239	337	995	1594	921	5388	4833	4648
remanei_genome_00008445	899	765	694	1145	678	1172	488	347	559	1197	2147	992	5026	4177	4022
remanei_genome_00008446	158653	129723	156226	146003	129998	240613	85494	58335	54382	95814	146330	49081	64106	73785	59037
remanei_genome_00008447	37837	43411	36824	23988	20998	27452	761	260	818	1125	525	1387	612	1136	2653
remanei_genome_00008448	1292	686	754	3478	2378	5623	7449	4963	6237	5261	10063	8541	12334	9757	8365
remanei_genome_00008449	250	86	103	2005	1331	3934	268	144	166	3354	2998	928	1414	1238	1023
remanei_genome_00008453	50	34	22	303	185	437	77	19	33	516	420	202	243	262	171
remanei_genome_00008455	2	0	4	8	8	22	12	14	18	20	46	18	53	34	48
remanei_genome_00008450	34	11	6	44	30	59	38	12	43	60	154	105	372	247	281
remanei_genome_00008451	6	0	0	5	0	0	0	0	0	0	0	0	2	9	0
remanei_genome_00008452	36	7	8	39	27	58	36	10	27	72	163	102	365	272	176
remanei_genome_00008454	280	141	36	861	398	828	270	150	288	861	2274	1342	5419	3629	3950
remanei_genome_00008456	84	50	114	532	407	1168	145	138	123	1114	1264	773	995	1542	1422
remanei_genome_00008460	36911	27513	22673	19980	15903	17267	20008	10087	15934	7997	13341	12742	18190	14935	15001
remanei_genome_00008464	8	18	16	102	102	358	6	4	44	66	304	212	318	452	226
remanei_genome_00008457	44	106	100	516	588	1062	18	30	26	168	446	602	556	638	514
remanei_genome_00008458	773	936	587	478	440	373	464	566	332	189	346	230	202	151	164
remanei_genome_00008459	9495	6884	5283	6065	3554	4336	2626	1557	2350	2442	3308	2257	6460	5254	4347
remanei_genome_00008461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00008462	10584	8275	4640	6846	4168	5082	2871	2059	2745	3354	6602	5889	9265	7969	8263
remanei_genome_00008463	290530	256593	238025	196745	146222	240385	129461	111330	111654	121476	256841	93959	167240	158335	124948
remanei_genome_00008465	222	130	167	970	374	1069	220	98	158	2334	2525	1275	5810	5507	4871
remanei_genome_00008466	565	22	32	214	18	8	15750	11404	9435	4600	6999	2582	2408	1713	1623
remanei_genome_00008467	26	22	26	22	20	30	22	26	18	20	2	8	0	0	0
remanei_genome_00008468	15	24	28	209	193	601	29	25	134	829	1301	644	461	636	349
remanei_genome_00008470	208	116	85	1029	390	908	477	355	389	1114	2268	1168	4921	5250	3753
remanei_genome_00008471	86	132	100	98	111	138	65	82	65	12	71	64	30	44	44
remanei_genome_00008472	470	1168	386	13004	12656	27947	64	56	50	4079	3867	3858	2212	2854	1910
remanei_genome_00008473	2	2	0	4	2	2	2	0	0	8	24	4	2	0	2
remanei_genome_00008475	278	224	208	3264	3158	9195	20	0	0	256	62	214	20	72	90
remanei_genome_00008476	28	6	10	290	115	414	1	2	0	24	0	14	0	0	8
remanei_genome_00008469	793	598	830	1755	2242	3855	376	386	676	1046	2974	2448	2278	1794	1845
remanei_genome_00008474	0	0	0	0	0	2	0	0	0	0	0	2	0	0	3
remanei_genome_00008477	272	12	84	124	12	92	6263	4154	6947	1762	3256	2791	3907	2951	2662
remanei_genome_00008479	7255	2226	2853	19564	10397	19987	10615	3961	3949	28069	16732	12540	15235	14229	13014
remanei_genome_00008481	8	16	12	26	58	142	8	20	22	44	154	36	64	20	16
remanei_genome_00008478	4459	1985	4837	9833	10032	31765	3708	3004	6494	8559	20330	16081	12868	9878	10065
remanei_genome_00008480	8	43	186	1675	1806	12639	24	17	48	287	1832	1002	208	410	223
remanei_genome_00008484	246	82	96	672	406	899	630	339	396	698	982	542	798	1077	759
remanei_genome_00008485	2	0	0	8	2	6	2	2	2	8	6	2	0	2	0
remanei_genome_00008486	2	0	4	18	8	70	114	92	56	200	206	75	46	126	108
remanei_genome_00008487	44	44	28	30	20	20	8	9	8	20	18	21	110	72	78
remanei_genome_00008488	36	32	26	66	18	37	125	144	76	68	94	59	50	82	23
remanei_genome_00008483	0	0	0	4	0	0	0	2	0	2	0	0	0	0	0
remanei_genome_00008482	0	2	0	0	2	2	0	0	0	0	0	0	0	0	1
remanei_genome_00008490	518	8	52	106	12	32	12514	9977	7827	3084	4837	3260	3505	2892	2811
remanei_genome_00008492	282	118	189	1814	623	1617	275	228	328	901	1249	1177	4307	3105	3125
remanei_genome_00008493	75	23	46	166	63	189	59	18	21	72	144	85	358	266	241
remanei_genome_00008494	2582	1338	1654	5269	4856	10267	1994	1188	1110	3893	5192	2603	3985	4387	3551
remanei_genome_00008496	164773	162836	123624	102099	91695	107452	58823	58296	68163	36551	68954	44781	66977	57678	59724
remanei_genome_00008497	655	729	131	689	308	402	42	50	101	91	107	116	506	330	383
remanei_genome_00008498	1060	764	204	863	492	555	97	75	146	96	177	164	631	413	541
remanei_genome_00008499	2026	1721	706	1299	843	919	174	109	235	211	403	383	1146	877	825
remanei_genome_00008489	342	91	128	148	62	78	6094	3804	4154	1357	1794	1428	1970	1731	1310
remanei_genome_00008491	26	34	14	210	620	467	105	102	152	476	372	331	199	438	173
remanei_genome_00008495	163282	131207	137305	112446	120692	122003	65720	44583	37945	51841	80504	44760	56882	58844	56283
remanei_genome_00008501	1487	1639	3648	6958	14578	38623	2463	3957	3770	12086	27193	10583	12205	10609	5947
remanei_genome_00008505	0	0	0	2	0	2	3	0	2	0	6	8	0	0	0
remanei_genome_00008507	18	16	18	37	6	10	614	222	457	165	178	106	48	228	204
remanei_genome_00008508	8	12	2	48	34	48	78	64	34	111	112	78	64	171	66
remanei_genome_00008511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00008515	0	0	0	1	0	4	4	2	4	18	22	14	0	0	8
remanei_genome_00008500	2059	1677	1689	974	856	980	241	178	259	229	419	316	706	474	635
remanei_genome_00008502	131	32	104	326	166	640	421	184	318	770	730	499	362	272	216
remanei_genome_00008504	12	6	33	56	36	233	18	22	38	38	96	48	44	34	36
remanei_genome_00008506	13	16	94	196	72	2649	116	34	64	740	1255	705	846	784	289
remanei_genome_00008509	0	6	0	4	0	4	10	0	2	0	6	4	0	0	0
remanei_genome_00008510	71497	76783	49746	45882	41668	34987	1629	295	1831	2135	404	1968	2973	4130	8139
remanei_genome_00008512	0	0	0	4	0	16	4	8	2	12	22	2	0	0	2
remanei_genome_00008513	0	0	0	0	0	4	0	0	0	0	6	2	0	4	8
remanei_genome_00008514	0	2	2	12	10	18	14	18	12	104	68	48	52	72	50
remanei_genome_00008503	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
remanei_genome_00008516	54	68	86	38	24	48	28	52	32	136	128	126	196	120	46
remanei_genome_00008517	474	22	78	263	75	181	9359	5981	4982	2378	3946	1942	2696	2288	1886
remanei_genome_00008519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00008520	187	7	43	61	2	52	4431	3022	2662	1056	2194	1198	1276	1020	989
remanei_genome_00008518	10	2	0	12	9	15	0	0	0	1	42	9	11	9	8
remanei_genome_00008521	11015	7057	7824	5593	3968	13243	3925	2534	4340	2932	19090	8737	16595	15179	12757
remanei_genome_00008522	7073	5421	1567	5737	2518	2797	1871	1563	3020	1348	2400	1759	5957	4305	5694
remanei_genome_00008524	310	12	8	98	14	12	6087	3806	3324	1400	2133	1316	1693	762	1110
remanei_genome_00008525	92	32	17	222	176	432	1316	1094	954	620	1220	658	3182	3403	2975
remanei_genome_00008523	17956	7375	7020	43489	13597	18611	18304	7304	6116	56504	16813	6023	5906	7350	5398
remanei_genome_00008531	559	325	359	1492	789	1517	1030	782	1112	1597	2350	1680	5502	4870	3856
remanei_genome_00008526	1163	958	672	1896	1385	2754	776	598	598	3100	4098	2392	6611	5740	4844
remanei_genome_00008527	2913	2883	1902	2507	1627	2093	222	76	186	522	538	595	1578	1675	1682
remanei_genome_00008528	748	1005	608	680	502	668	805	637	810	651	1032	815	2229	2135	1998
remanei_genome_00008529	44	26	28	171	110	249	62	60	52	333	368	229	453	314	279
remanei_genome_00008530	68	56	50	184	140	267	120	66	98	320	543	348	1589	1352	1257
remanei_genome_00008532	9153	10574	10658	7156	7021	9103	252	26	126	325	82	510	683	1069	1001
remanei_genome_00008533	30	48	26	146	160	171	2	12	8	66	122	48	82	40	42
remanei_genome_00008534	1253	645	642	3341	1887	5395	1001	500	574	4404	4033	2637	6417	7139	4995
remanei_genome_00008536	11725	11988	14096	7028	7786	9714	681	239	561	507	379	725	519	795	1044
remanei_genome_00008538	4	10	0	24	4	8	6	6	4	0	166	8	304	510	346
remanei_genome_00008541	132	129	156	555	448	930	131	122	121	688	860	706	1303	1098	990
remanei_genome_00008542	2141	2014	2793	6648	7196	18451	3233	1762	2791	8751	17748	9646	13969	10016	9452
remanei_genome_00008544	939	112	158	2127	1055	4796	17956	15920	12204	32295	28940	16605	7674	5965	5039
remanei_genome_00008545	2484	3339	2454	1505	2119	1817	240	132	336	1019	60	120	10985	5039	2569
remanei_genome_00008547	14957	15146	8908	7979	6356	6141	4122	3916	5282	1428	2562	2095	3685	2593	3578
remanei_genome_00008549	8566	11810	10284	6973	7395	8587	140	5	283	238	45	254	286	654	884
remanei_genome_00008535	6895	7972	8243	5121	5258	6186	438	196	452	320	308	321	283	343	759
remanei_genome_00008537	10561	10103	6876	9253	6819	8758	2745	1566	1804	6566	6080	4440	9763	10937	8936
remanei_genome_00008539	2696	16	342	828	63	78	58657	35558	36884	15035	25288	16638	18128	15049	13677
remanei_genome_00008540	10	4	2	70	54	112	22	20	26	146	68	50	188	112	94
remanei_genome_00008543	4513	2833	2469	17299	11258	30058	5702	4135	7002	23111	38331	24918	73873	68459	55706
remanei_genome_00008546	27613	19593	12111	15583	10871	8856	4932	1901	3399	2733	2784	3507	6616	5421	5845
remanei_genome_00008548	157	121	154	185	120	140	88	110	77	251	144	104	252	478	229
remanei_genome_00008553	34	14	36	141	86	100	117	89	137	214	369	138	1931	1637	1184
remanei_genome_00008554	562	195	178	710	609	931	8355	6379	6052	2439	4269	3319	5323	4640	4426
remanei_genome_00008557	11131	11593	6650	6253	5237	5623	2447	2164	3062	1723	4477	2868	6160	5138	5625
remanei_genome_00008558	6572	6709	4157	4989	3795	5413	937	755	1242	1813	4099	2148	6468	6016	5550
remanei_genome_00008559	632	809	952	677	890	1450	861	519	414	650	719	432	738	893	722
remanei_genome_00008550	163	160	150	112	101	70	32	1	11	24	16	12	73	54	28
remanei_genome_00008552	0	4	0	0	0	6	6	2	0	0	0	0	0	0	2
remanei_genome_00008555	8729	8807	5859	6906	5117	6717	2303	1191	2005	2759	3899	3630	7042	6569	5808
remanei_genome_00008556	6193	5244	2577	6126	3826	4551	1743	1038	1317	3727	6075	4527	23665	23892	21192
remanei_genome_00008560	14	6	24	202	44	162	18	22	30	122	244	72	34	76	34
remanei_genome_00008551	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
remanei_genome_00008579	22	12	15	143	93	181	38	43	29	461	440	165	827	1009	1076
remanei_genome_00008582	0	0	0	1	0	0	23	17	20	3	9	6	4	3	8
remanei_genome_00008586	410	728	508	5122	6068	13137	20	14	24	276	137	264	12	152	246
remanei_genome_00008587	70	82	119	95	76	122	12	6	6	4	4	8	0	4	2
remanei_genome_00008580	171	638	401	2210	3419	4009	220	192	518	896	3455	2235	2427	2010	2096
remanei_genome_00008581	48	132	54	199	92	150	56	36	50	138	80	36	766	302	231
remanei_genome_00008583	9936	11247	4708	7682	5328	7192	1486	946	1528	2845	5373	4238	7417	7035	6664
remanei_genome_00008584	7	6	8	43	30	108	133	80	104	65	140	37	32	42	14
remanei_genome_00008585	17450	15936	4725	11982	7277	6824	5516	5711	9532	4089	8349	6038	20174	12623	17150
remanei_genome_00008588	54	82	80	154	86	118	25	10	31	150	104	88	108	130	114
remanei_genome_00008561	12	14	30	16	16	37	24	20	32	6	218	22	768	1432	1138
remanei_genome_00008562	125	60	43	184	121	152	385	280	268	744	1024	580	2003	2224	1757
remanei_genome_00008563	89	34	20	145	79	71	515	453	1020	524	997	711	3276	3176	2913
remanei_genome_00008566	92503	91985	96135	48211	41435	63970	48927	38878	37027	17922	43370	21605	16439	12402	15299
remanei_genome_00008571	95	116	86	64	65	58	4	8	6	26	12	18	148	64	44
remanei_genome_00008572	22448	25889	19705	13050	11734	24735	878	770	1475	1068	69257	3197	5397	5574	7201
remanei_genome_00008573	8606	10410	9133	8223	8094	15192	6864	7036	4524	5079	10439	4457	4312	4014	3596
remanei_genome_00008574	27	9	36	183	115	434	317	392	476	88	3304	509	5532	6697	5363
remanei_genome_00008578	27	4	36	394	80	1429	44	38	120	70	13796	348	8125	11959	9764
remanei_genome_00008564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00008565	13064	15598	13560	7566	7429	9010	6673	5716	4824	2492	4879	2421	1800	1272	1530
remanei_genome_00008568	16	26	14	56	46	58	13	2	17	137	60	19	177	250	114
remanei_genome_00008569	216	279	176	160	201	153	10	11	6	28	6	4	94	68	44
remanei_genome_00008570	10163	12100	5930	7235	5770	5800	873	508	725	505	309	508	1714	882	1419
remanei_genome_00008576	66	58	30	77	71	60	203	86	105	212	123	82	204	253	224
remanei_genome_00008577	8786	8717	8342	5582	5461	5721	1468	706	825	922	952	781	1310	1167	1289
remanei_genome_00008567	15	9	2	11	13	24	11	0	20	43	24	0	41	62	37
remanei_genome_00008575	1928	27	186	524	46	83	43623	30645	29430	10617	15313	9504	10783	8280	8052
remanei_genome_00008612	26399	25127	22158	18153	15551	17068	35776	17055	25397	9988	14322	12001	14967	11890	12999
remanei_genome_00008616	1566	1284	1766	17712	11498	40631	817	862	1375	27265	24779	9536	10406	8609	6869
remanei_genome_00008617	120	108	60	2726	2146	6519	102	102	440	3420	2425	1656	1087	1124	678
remanei_genome_00008618	282	312	356	2756	2620	7334	411	188	258	3142	5442	3948	3015	3161	2274
remanei_genome_00008619	28	4	22	66	22	246	118	80	92	84	210	51	124	176	150
remanei_genome_00008620	9463	9663	7523	6044	4712	6058	2967	1841	2032	1693	2355	2117	2993	2581	2572
remanei_genome_00008623	281	97	128	1667	793	2493	308	124	180	4022	5282	2418	8423	10476	8152
remanei_genome_00008625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00008611	291	144	109	940	396	1115	171	151	146	1219	2002	1237	4616	4334	3968
remanei_genome_00008613	18893	19104	16072	12558	11629	11436	7037	3703	4988	4011	7561	4862	6177	5693	5508
remanei_genome_00008614	38661	35311	23161	26152	18211	19730	13335	9154	12615	4568	8177	6981	10890	8022	11648
remanei_genome_00008615	100	122	184	279	231	1590	338	270	358	799	1493	1117	2730	2213	1739
remanei_genome_00008621	127	146	114	128	125	151	105	113	68	246	226	161	614	610	516
remanei_genome_00008622	160	68	102	396	281	773	159	112	140	700	669	457	486	860	437
remanei_genome_00008624	32	25	30	93	70	269	29	18	20	55	453	178	755	897	435
remanei_genome_00008589	19068	22609	22514	21041	20674	32977	652	247	909	1884	3136	3125	20689	15013	14791
remanei_genome_00008592	358	0	2	95	8	4	8818	7238	5020	2461	1664	811	1132	555	558
remanei_genome_00008593	765	8	200	250	10	14	23797	22862	20013	5334	8143	4370	4344	3745	3695
remanei_genome_00008595	251	24	73	298	128	259	5687	4883	3336	1555	2104	967	1064	959	668
remanei_genome_00008599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00008600	145096	139862	134154	79405	92126	88304	66965	53296	48015	23509	37519	21308	23531	20963	23405
remanei_genome_00008602	3616	138	374	878	82	110	87920	66255	55145	20231	34114	23363	24340	20362	19218
remanei_genome_00008608	57624	54155	51597	40044	32214	45658	34927	26135	22973	22542	33455	18490	24404	20603	19426
remanei_genome_00008590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00008591	467	38	98	199	46	100	12442	9101	8921	2823	3592	1666	1941	1691	1407
remanei_genome_00008596	1794	296	886	3557	1720	5985	1216	634	1212	6996	4186	1918	820	1208	906
remanei_genome_00008597	102	67	65	338	627	981	126	55	42	766	229	166	272	328	159
remanei_genome_00008598	11503	10471	11229	9591	8632	13202	3232	2424	2263	3416	4730	2271	4434	4578	3659
remanei_genome_00008601	2595	1511	2067	7692	5059	16599	5329	3874	4362	7377	14342	9664	28545	26163	22865
remanei_genome_00008603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00008604	20	10	4	14	12	14	210	222	92	82	188	120	50	14	26
remanei_genome_00008605	1869	2834	2789	2655	3048	5492	984	500	524	2431	3109	1699	3628	3136	2989
remanei_genome_00008606	1044	945	591	1298	763	1406	609	354	440	1756	1866	1618	4704	4255	3862
remanei_genome_00008607	13813	13486	10617	8853	7767	7347	28154	13427	19851	7556	10023	9765	12202	12462	11222
remanei_genome_00008609	8065	8526	8240	31712	34049	77398	6370	5123	5993	41519	37865	38632	31394	29622	19888
remanei_genome_00008610	17	28	18	140	135	166	30	8	28	51	208	79	156	90	86
remanei_genome_00008594	2	0	0	0	1	0	1	1	0	3	5	4	0	0	0
remanei_genome_00008633	1183	796	1054	2384	2555	5970	2243	1549	2017	3139	4908	3447	3654	3732	3317
